,name,artist,api_id,api_name,api_artists
3387,Break It Off,Rihanna,4PgtB6Sul8WDTRZCe5e8St,Break It Off,"Rihanna,Sean Paul"
3388,First Time,Lifehouse,40Fp6pxcS9l08kL1R50mR4,First Time,Lifehouse
3389,Ayo Technology,50 Cent,36Hwcla06Q5BCr59CL0sBp,Ayo Technology,"50 Cent,Justin Timberlake,Timbaland"
3390,Outta My System,Bow Wow,3LGeYNY9aWQuBJovOOowqm,Outta My System (feat. T-Pain & Johntá Austin),"Bow Wow,T-Pain,Johnta Austin"
3391,Teardrops On My Guitar,Taylor Swift,7zMcNqs55Mxer82bvZFkpg,Teardrops On My Guitar - Radio Single Remix,Taylor Swift
3392,Shut Up And Drive,Rihanna,4Tn2llBm1g0UlWctmgPL8Z,Shut Up And Drive,Rihanna
3393,Snow,Red Hot Chili Peppers,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers
3394,Money Maker,Ludacris,2JpUkUR0OsOlUUfm6iS8ic,Money Maker,"Ludacris,Pharrell Williams"
3395,Far Away,Nickelback,0ADZ5dmXhlfzjMw6lefoPl,Far Away,Nickelback
3396,Lovestoned,Justin Timberlake,5iyE2d4U3Vc5cqY9mPTlpy,LoveStoned / I Think She Knows (Interlude),Justin Timberlake
3397,Better Than Me,Hinder,10fddGyyeUquZZ2uPTjD7P,Better Than Me,Hinder
3398,Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,Finger Eleven
3399,That's That,Snoop Dogg,3J58iVk8OXYAGG4YvOKG8u,That's That Shit,"Snoop Dogg,R. Kelly"
3400,Same Girl,R. Kelly,6OSmeoh8kXhCfz9WqvzDoJ,Same Girl (with Usher),"R. Kelly,Usher"
3401,Low,Flo Rida,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida,T-Pain"
3402,Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis
3403,No One,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys
3404,Lollipop,Lil Wayne,4P7VFiaZb3xrXoqGwZXC3J,Lollipop,"Lil Wayne,Static Major"
3405,Apologize,Timbaland,41sONqSd2ePtGMrYXQrFlw,Apologize,"Timbaland,OneRepublic"
3406,No Air,Jordin Sparks,1jUA4rb6ZCv4gby4YU53xq,No Air (feat. Chris Brown),"Jordin Sparks,Chris Brown"
3407,Love Song,Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles
3408,Love In This Club,Usher,5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),"Usher,Jeezy"
3409,Sexy Can I,Ray J,1q51MejmtLKEv8mABG8XRE,Sexy Can I,"Ray J,Yung Berg"
3410,Take A Bow,Rihanna,3goSVuTt3fDYDP6kRnFwuL,Take A Bow,Rihanna
3411,Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay
3412,I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,I Kissed A Girl,Katy Perry
3413,Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna
3414,Dont Stop the Music,Rihanna,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,Rihanna
3415,Pocketful of Sunshine,Natasha Bedingfield,1uigwk5hNV84zRd5YQQRTk,Pocketful of Sunshine,Natasha Bedingfield
3416,Closer,Ne-Yo,2XbfY2O2v3xwedUJ0J2kkr,Closer,Ne-Yo
3417,Bubbly,Colbie Caillat,0rFOs9paloAvEtzwDX1Kmc,Bubbly,Colbie Caillat
3418,Touch My Body,Mariah Carey,4VcumP0Gs84VTIxSHGyvnu,Touch My Body,Mariah Carey
3419,4 Minutes,Madonna,1oHClQEgDmmbcEx12Kc5nZ,4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna,Justin Timberlake,Timbaland"
3420,Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,Finger Eleven
3421,Clumsy,Fergie,50xeLNGKmskmYUSINhqvfa,Clumsy,Fergie
3422,I'm Yours,Jason Mraz,5smPViFYtztTo7ww9gJXpD,I’m Yours,"Jason Mraz,Philip Lawson,The King's Singers"
3423,Leavin',Jesse McCartney,20ORwCJusz4KS2PbTPVNKo,Leavin',Jesse McCartney
3424,Dangerous,Kardinal Offishall,4NOZ35Dhucr6UlVyLOtktd,Dangerous,"Kardinal Offishall,Akon"
3425,Tattoo,Jordin Sparks,3Ui2jdyxbZQrZohfM0NOgG,Tattoo,Jordin Sparks
3426,See You Again,Miley Cyrus,0G71WvIkF2K6HViJeFvOcM,See You Again,Miley Cyrus
3427,Shake It,Metro Station,5619Ojc6t9evEEs3B7Drhe,Shake It,Metro Station
3428,Stop And Stare,OneRepublic,48s0QHJgmiNsth3WEO6U4M,Stop And Stare,OneRepublic
3429,Take You There,Sean Kingston,6AdLyvisRKHLAwARaZMGr6,Take You There,Sean Kingston
3430,Hot N Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry
3431,Bust It Baby Part 2,Plies,1Kc5lcuZHLKb3UMWGBNJhi,Bust It Baby Part 2,The Karaoke Channel
3432,Got Money,Lil Wayne,46lIt6GmL0VkkbuUyGDbCs,Got Money,"Lil Wayne,T-Pain"
3433,Our Song,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,Our Song,Taylor Swift
3434,A Milli,Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,A Milli,Lil Wayne
3435,Sorry,Buckcherry,0EbnUc05YEKhZRKgbrZWpq,Sorry,Buckcherry
3436,Cant Believe It,T-Pain,3xQCXDHNJXSVxECjTJCHFu,Can't Believe It (feat. Lil' Wayne),"T-Pain,Lil Wayne"
3437,Like You'll Never See Me Again,Alicia Keys,3JHDtmFdX9kdx9wz0md98U,Like You'll Never See Me Again,Alicia Keys
3438,Teardrops On My Guitar,Taylor Swift,7zMcNqs55Mxer82bvZFkpg,Teardrops On My Guitar - Radio Single Remix,Taylor Swift
3439,When I Grow Up,Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,When I Grow Up,The Pussycat Dolls
3440,Sensual Seduction,Snoop Dogg,1wva1IlWLDNLgwipUWcmjy,Sensual Seduction,Snoop Dogg
3441,It'S Not My Time,3 Doors Down,0uybt73QFXaLCoxuVf6fhm,It's Not My Time,3 Doors Down
3442,Better In Time,Leona Lewis,2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,Leona Lewis
3443,Shadow Of The Day,Linkin Park,0OYcEfskah1egYHjYRvbg1,Shadow of the Day,Linkin Park
3444,Sweetest Girl,Wyclef Jean,4liGjmhCupa7RP9JaQELYx,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Wyclef Jean,Akon,Lil Wayne,Niia"
3445,Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,Ne-Yo
3446,In The Ayer,Flo Rida,6RpiAj9Ofv0Uqp6n2OuRoh,In the Ayer (feat. will.I.am),"Flo Rida,will.i.am"
3447,One Step at A Time,Jordin Sparks,5o4W6yWSJD9e9Ea8YC9WjF,One Step At a Time,Jordin Sparks
3448,Hate That I Love You,Rihanna,7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,"Rihanna,Ne-Yo"
3449,Superstar,Lupe Fiasco,7dltD9eEX7X1zk8JJ9BS0e,Superstar (feat. Matthew Santos),"Lupe Fiasco,Matthew Santos"
3450,Suffocate,J. Holiday,3nJjIYchBNkYm7B8XfJf5N,Suffocate - Superclean,J. Holiday
3451,Let It Rock,Kevin Rudolf,6TrNRd98WksT9Kkmx9uj6R,Let It Rock,"Kevin Rudolf,Lil Wayne"
3452,Get Like Me,David Banner,2IBF9lQ9lgVai8LkskI5L7,Get Like Me,"David Banner,Chris Brown,Yung Joc"
3453,Realize,Colbie Caillat,5OGkKx8jP0A5KSULEc6XYZ,Realize,Colbie Caillat
3454,Put On,Young Jeezy,55393H9JXqdX1gTo0N3G7H,Put da Whip on It,Young Jeezy aka Lil' J
3455,The Time Of My Life,David Cook,6avyV3xlz2UFeiAUZ0SqyT,The Time of My Life,David Cook
3456,Love Like This,Natasha Bedingfield,49ppqF73rOz5Nyt1paRxIF,Love Like This (feat. Sean Kingston),"Natasha Bedingfield,Sean Kingston"
3457,Burnin' Up,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,Burnin' Up,Jonas Brothers
3458,Love Lockdown,Kanye West,1kxeWHF9PrCVZHvVskv8lg,Love Lockdown,Kanye West
3459,I Luv Your Girl,The-Dream,3wkNK8tJZ2stygNJm8RCRD,I Luv Your Girl,The-Dream
3460,Hypnotized,Plies,3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),"Plies,Akon"
3461,Big Girls Don't Cry,Fergie,3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie
3462,Good Life,Kanye West,14blxrgE0VWAgv5aF2wWmx,Good Life,"Kanye West,T-Pain"
3463,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,Womanizer,Britney Spears
3464,Love Story,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,Love Story,Taylor Swift
3465,Just Fine,Mary J. Blige,33vzOPcd9FRirYGlCu32x4,Just Fine,Mary J. Blige
3466,Piece Of Me,Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,Piece of Me,Britney Spears
3467,The Boss,Rick Ross,3n5qF6aprwEIjHWuH5jECM,The Boss,"Rick Ross,T-Pain"
3468,All Summer Long,Kid Rock,5rX6C5QVvvZB7XckETNych,All Summer Long,Kid Rock
3469,Cant Help But Wait,Trey Songz,5k3VjTwIsOjQ2woGz3Yx71,Can't Help but Wait,Trey Songz
3470,In Love With A Girl,Gavin DeGraw,3zcmWxxUA7Em7X3IBqZGUo,In Love With a Girl,Gavin DeGraw
3471,My Life,Game,4GXH9A6fzuE0MNtqtzjhLg,My Life,"The Game,Lil Wayne"
3472,I Remember,Keyshia Cole,1dObJGQUgJ7tWxJ0byON6W,I Remember,Keyshia Cole
3473,Flashing Lights,Kanye West,31I3Rt1bPa2LrE74DdNizO,Flashing Lights,"Kanye West,Dwele"
3474,Mrs. Officer,Lil Wayne,0EHR9OObFtjlhQB8wSt1m7,Mrs. Officer,"Lil Wayne,Bobby V.,Kidd Kidd"
3475,7 Things,Miley Cyrus,5ecZWU5uQOiCVSnPxBZNmT,7 Things - Single Version,Miley Cyrus
3476,Youre Gonna Miss This,Trace Adkins,7Efs0OIW6zgQyH7ehKZYpN,You're Gonna Miss This,Trace Adkins
3477,Love Remains The Same,Gavin Rossdale,5iqk123OZlVkvSiTRiz4p5,Love Remains The Same,Gavin Rossdale
3478,Feels Like Tonight,Daughtry,2tVCFmn2zKg2wGXS1TCIIA,Feels Like Tonight,Daughtry
3479,The Way I Are,Timbaland,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,"Timbaland,Keri Hilson,D.O.E."
3480,Addicted,Saving Abel,3pxCXv0NACYfYnLjFcQW5D,Addicted,Saving Abel
3481,Heaven Sent,Keyshia Cole,2E90KUsor4U2abOJGFKtfx,Heaven Sent,Keyshia Cole
3482,Boom Boom Pow,Black Eyed Peas,7xRNsqOQOgWbHV1nbXnfXN,Boom Boom Pow,Black Eyed Peas
3483,Poker Face,Lady Gaga,5R8dQOPq8haW94K7mgERlO,Poker Face,Lady Gaga
3484,Just Dance,Lady Gaga,1GFiNleDvU9Noe43PHmvno,Just Dance,"Lady Gaga,Colby O'Donis"
3485,I Gotta Feeling,Black Eyed Peas,4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,Black Eyed Peas
3486,Love Story,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,Love Story,Taylor Swift
3487,Right Round,Flo Rida,3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida
3488,I'm Yours,Jason Mraz,5smPViFYtztTo7ww9gJXpD,I’m Yours,"Jason Mraz,Philip Lawson,The King's Singers"
3489,Single Ladies,Beyonce,2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),Beyoncé
3490,Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West
3491,Gives You Hell,All-American Rejects,6ihL9TjfRjadfEePzXXyVF,Gives You Hell,The All-American Rejects
3492,You Belong With Me,Taylor Swift,3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift
3493,Use Somebody,Kings Of Leon,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon
3494,Knock You Down,Keri Hilson,58FUwmyGUqkt53YPUcm7cJ,Knock You Down,"Keri Hilson,Kanye West,Ne-Yo"
3495,Blame It,Jamie Foxx,08uGhvS5MfBk7crUCpnjva,Blame It,"Jamie Foxx,T-Pain"
3496,I Know You Want Me,Pitbull,13plQdOoWSSXPRUSZc5FuM,I Know You Want Me (Calle Ocho),Pitbull
3497,Down,Jay Sean,7LP4Es66zdY7CyjepqmvAg,Down,"Jay Sean,Lil Wayne"
3498,The Climb,Miley Cyrus,0V8FYVlBFuXXTIvRnMbZyS,The Climb,Miley Cyrus
3499,My Life Would Suck Without You,Kelly Clarkson,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,Kelly Clarkson
3500,Halo,Beyonce,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé
3501,Hot n Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry
3502,Second Chance,Shinedown,0CwYG1UnRmOx8Q1EzElCIL,Second Chance,Shinedown
3503,Circus,Britney Spears,7jk7gqyEonmVVYahZN5zhW,Circus,Britney Spears
3504,Day 'n' Nite,Kid Cudi,5FEXPoPnzueFJQCPRIrC3c,Day 'N' Nite (nightmare),Kid Cudi
3505,Party in the U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus
3506,Let It Rock,Kevin Rudolf,6TrNRd98WksT9Kkmx9uj6R,Let It Rock,"Kevin Rudolf,Lil Wayne"
3507,Fire Burning,Sean Kingston,2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston
3508,Whatcha Say,Jason DeRulo,67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo
3509,Lovegame,Lady Gaga,0TcJ7QWpggdSg8t0fHThHm,LoveGame,Lady Gaga
3510,Waking Up In Vegas,Katy Perry,6fvxos1qSHrIgOkKw4dhWS,Waking Up In Vegas,Katy Perry
3511,Birthday Sex,Jeremih,4NpDZPwSXmL0cCTaJuVrCw,Birthday Sex,Jeremih
3512,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,Womanizer,Britney Spears
3513,Obsessed,Mariah Carey,3IcIIZMMS7UArJJPtEHXG8,Obsessed,Mariah Carey
3514,Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,Mad,Ne-Yo
3515,Good Girls Go Bad,Cobra Starship,7kMfu3KUydmrFVGEAhjtyl,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship,Leighton Meester"
3516,Love Lockdown,Kanye West,1kxeWHF9PrCVZHvVskv8lg,Love Lockdown,Kanye West
3517,Hotel Room Service,Pitbull,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,Pitbull
3518,If I Were A Boy,Beyonce,26NX1wPt1TRCH536yocd6i,If I Were a Boy,Beyoncé
3519,I Hate This Part,Pussycat Dolls,3tSuRiNgJmMqmYR23dCqnR,I Hate This Part,The Pussycat Dolls
3520,Gotta Be Somebody,Nickelback,06T10fEzN8ZCcqzQZYA184,Gotta Be Somebody,Nickelback
3521,Paparazzi,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,Paparazzi,Lady Gaga
3522,Beautiful,Akon,7rv0UuxMX7CpUUwEE1jVrd,Beautiful,"Akon,Colby O'Donis,Kardinal Offishall"
3523,Viva la Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay
3524,Right Now,Akon,1ARJhjuI6TNYZCxYygFQ4F,Right Now (Na Na Na),Akon
3525,Battlefield,Jordin Sparks,1Nme6K1PYAh7p7uygyuRdf,Battlefield,Jordin Sparks
3526,Sugar,Flo Rida,4shgvM4ClrZeDiflNJwlGd,Sugar (feat. Wynter),"Flo Rida,Wynter Gordon"
3527,Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,Ne-Yo
3528,Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City
3529,New Divide,Linkin Park,6Wx88Mv6b9ofjKMKkdwOJd,New Divide,Linkin Park
3530,No Surprise,Daughtry,6q4XLE5WeOBWftoc9gTl2P,No Surprise,Daughtry
3531,Sweet Dreams,Beyonce,1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,Beyoncé
3532,Fallin' For You,Colbie Caillat,1le5KVGTF1xWf2aUj7ruLy,Fallin' For You,Colbie Caillat
3533,If Today Was Your Last Day,Nickelback,4QJLKU75Rg4558f4LbDBRi,If Today Was Your Last Day,Nickelback
3534,Throw It In The Bag,Fabolous,6c0GmyBsE7mQtrVvxJaWc3,Throw It In The Bag,"Fabolous,The-Dream"
3535,Love Drunk,Boys Like Girls,20X9OeC606XNwEtDBOym5u,Love Drunk,Boys Like Girls
3536,If U Seek Amy,Britney Spears,2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,Britney Spears
3537,Big Green Tractor,Jason Aldean,4KAzYqfcijCSZa2P3etHoM,Big Green Tractor,Jason Aldean
3538,White Horse,Taylor Swift,6wn61Fzx9XMxQmieLpoIhW,White Horse,Taylor Swift
3539,Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna
3540,21 Guns,Green Day,64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day
3541,Turn My Swag On,Soulja Boy Tell'em,6ATrsVaZT7XjkCynxM8cTS,Turn My Swag On,Soulja Boy
3542,Rockin' That Thang,The-Dream,3oJJ1dQBxiFYGMQSe2SluG,Rockin' That Thang - Album Version (Edited),The-Dream
3543,Chicken Fried,Zac Brown Band,3eBnEo9WL34ulBCZlLpUQO,Chicken Fried,Zac Brown Band
3544,Diva,Beyonce,5Ssv6DaKrW0HczVqx6zXdl,Diva,Beyoncé
3545,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz
3546,Then,Brad Paisley,3XKbdb9GB6u3hsnUklQTav,Then,Brad Paisley
3547,Her Diamonds,Rob Thomas,3LtwmK1OfN0dGs9jf3qSjn,Her Diamonds,Rob Thomas
3548,How Do You Sleep?,Jesse McCartney,3jkdQNkDTxxXtjSO4l0o1H,How Do You Sleep? - Radio Edit Remix,"Jesse McCartney,Ludacris"
3549,3,Britney Spears,6pymOcrCnMuCWdgGVTvUgP,3,Britney Spears
3550,One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,One Time,Justin Bieber
3551,I Run To You,Lady Antebellum,2YVCkTYJpv5jelYrHYoEG8,I Run To You,Lady A
3552,I Do Not Hook Up,Kelly Clarkson,2I5CPUnMIKjEXeg61OI9uV,I Do Not Hook Up,Kelly Clarkson
3553,Green Light,John Legend,72by3Re4C3eVEBXvsUo0zV,Green Light (feat. André 3000),"John Legend,André 3000"
3554,People Are Crazy,Billy Currington,5JnLiuMgRAWoHYOhatFP3s,People Are Crazy,Billy Currington
3555,Whatever It Is,Zac Brown Band,2ISojTv3VUnimEOiLddIw4,Whatever It Is,Zac Brown Band
3556,Already Gone,Kelly Clarkson,4fq2YUONcgrCJ2SPndSeKC,Already Gone,Kelly Clarkson
3557,Say Hey,Michael Franti and Spearhead,0nnxf8p851ZR49KFnGWVsB,Say Hey (I Love You),"Michael Franti & Spearhead,Cherine Tanya Anderson"
3558,Pop Champagne,Jim Jones,5lrOsw7J8R7shum7A4j36t,Pop Champagne (feat. Juelz Santana) - Explicit Album Version,"Jim Jones,Ron Browz,Juelz Santana"
3559,Pretty Wings,Maxwell,22NLm3IIR9NLG0cUYtmHMW,Pretty Wings - uncut,Maxwell
3560,TiK ToK,Ke$ha,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha
3561,Need You Now,Lady Antebellum,11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady A
3562,"Hey, Soul Sister",Train,4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train
3563,California Gurls,Katy Perry,6tS3XVuOyu10897O3ae7bi,California Gurls,"Katy Perry,Snoop Dogg"
3564,OMG,Usher,1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),"Usher,will.i.am"
3565,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,"Eminem,Rihanna"
3566,Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga
3567,Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,Dynamite,Taio Cruz
3568,Break Your Heart,Taio Cruz,1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart,"Taio Cruz,Ludacris"
3569,I Like It,Enrique Iglesias,4nVyHATevhl5RC6Qmoko5H,I Like It,"Enrique Iglesias,Pitbull"
3570,In My Head,Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,In My Head,Jason Derulo
3571,Rude Boy,Rihanna,60jzFy6Nn4M0iD1d94oteF,Rude Boy,Rihanna
3572,Telephone,Lady Gaga,7rl7ao5pb9BhvAzPdWStxi,Telephone,"Lady Gaga,Beyoncé"
3573,Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry
3574,Just The Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars
3575,Cooler Than Me,Mike Posner,2V4bv1fNWfTcyRJKmej6Sj,Cooler Than Me - Single Mix,"Mike Posner,Gigamesh"
3576,Imma Be,Black Eyed Peas,5OiLJ8tjUPFiPX2gVM8fxJ,Imma Be,Black Eyed Peas
3577,Empire State of Mind,Jay-Z,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,"JAY-Z,Alicia Keys"
3578,DJ Got Us Fallin' in Love,Usher,4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"Usher,Pitbull"
3579,Billionaire,Travie McCoy,2M9ULmQwTaTGmAdXaXpfz5,Billionaire (feat. Bruno Mars),"Travie McCoy,Bruno Mars"
3580,Not Afraid,Eminem,7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem
3581,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz
3582,Sexy Chick,David Guetta,4MKzCHlZvkwJOQRNkdw4zq,Sexy Chick (feat. Akon),"David Guetta,Akon"
3583,Breakeven,Script,38xWaVFKaxZlMFvzNff2aW,Breakeven,The Script
3584,Your Love Is My Drug,Ke$ha,2DKE0fl2pO9dkljuupQZb5,Your love is my drug,Made famous by Ke$ha
3585,I Gotta Feeling,Black Eyed Peas,4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,Black Eyed Peas
3586,Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City
3587,Say Aah,Trey Songz,2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),"Trey Songz,Fabolous"
3588,Alejandro,Lady Gaga,4lwavw59UjXUPJZtKNdFYp,Alejandro,Lady Gaga
3589,Ridin' Solo,Jason Derulo,6hMYmHwv3uX5V3m978ZeTj,Ridin' Solo - Acoustic Version,Jason Derulo
3590,How Low,Ludacris,1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris
3591,Like A G6,Far East Movement,4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,"Far East Movement,The Cataracs,DEV"
3592,Carry Out,Timbaland,2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),"Timbaland,Justin Timberlake"
3593,Havent Met You Yet,Michael Buble,4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé
3594,Club Can't Handle Me,Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),"Flo Rida,David Guetta"
3595,Down,Jay Sean,7LP4Es66zdY7CyjepqmvAg,Down,"Jay Sean,Lil Wayne"
3596,Whatcha Say,Jason Derulo,67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo
3597,Baby,Justin Bieber,6epn3r7S14KUqlReYr77hA,Baby,"Justin Bieber,Ludacris"
3598,Whataya Want From Me,Adam Lambert,2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,Adam Lambert
3599,Mine,Taylor Swift,0dBW6ZsW8skfvoRfgeerBF,Mine,Taylor Swift
3600,Only Girl,Rihanna,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna
3601,Live Like We're Dying,Kris Allen,1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,Kris Allen
3602,Hard,Rihanna,3YJkAQNEhmCZGLdmPsu6Ye,Hard,"Rihanna,Jeezy"
3603,Young Forever,Jay-Z,35srNkJVToAzYiZzron1FY,Young Forever,"JAY-Z,Mr Hudson"
3604,Blah Blah Blah,Ke$ha,7lWUJpax919G4JdaFEVmCy,Blah Blah Blah (feat. 3OH!3),"Kesha,3OH!3"
3605,Bottoms Up,Trey Songz,4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),"Trey Songz,Nicki Minaj"
3606,Do You Remember,Jay Sean,7yws3pF3FFguwT2Psi6c15,Do You Remember,"Jay Sean,Sean Paul,Lil Jon"
3607,All The Right Moves,OneRepublic,5XRHGXut00SrJUFmcn2lQF,All The Right Moves,OneRepublic
3608,According To You,Orianthi,72phhQtfwZcRweweRxxkmU,According To You,Orianthi
3609,My Chick Bad,Ludacris,3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,"Ludacris,Nicki Minaj"
3610,You Belong With Me,Taylor Swift,3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift
3611,Meet Me Halfway,Black Eyed Peas,0xfpx7AiwgSKEtjotea2L6,Meet Me Halfway,Black Eyed Peas
3612,Take It Off,Ke$ha,5YT0DNi6fN4rzd0SX90VR8,Take it off,Made famous by Ke$ha
3613,Animal,Neon Trees,1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees
3614,Misery,Maroon 5,6KBYk8OFtod7brGuZ3Y67q,Misery,Maroon 5
3615,Paparazzi,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,Paparazzi,Lady Gaga
3616,Tie Me Down,New Boyz,4faiJXyBflUVVOOE9fxbeg,Tie Me Down (feat. Ray J),"New Boyz,Ray J"
3617,Your Love,Nicki Minaj,1w6kG4Rc29m5EherbvpkF5,Your Love,Nicki Minaj
3618,Party In The U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus
3619,3,Britney Spears,6pymOcrCnMuCWdgGVTvUgP,3,Britney Spears
3620,Two Is Better Than One,Boys Like Girls,1MaqkdFNIKPdpQGDzme5ss,Two Is Better Than One (feat. Taylor Swift),"Boys Like Girls,Taylor Swift"
3621,Already Gone,Kelly Clarkson,4fq2YUONcgrCJ2SPndSeKC,Already Gone,Kelly Clarkson
3622,Rock That Body,Black Eyed Peas,5K5LbSTVuKKe1KGMNfBgIW,Rock That Body,Black Eyed Peas
3623,Secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic
3624,Naturally,Selena Gomez,1YaVmBh7EAeR54FIjuFcb5,Naturally,Selena Gomez & The Scene
