index,tag
337,hard bop
337,jazz
338,classic pop and rock
339,death by laryngeal cancer
339,death by pneumonia
339,rock and indie
340,american
340,classic pop and rock
340,country
340,pop
340,rock
341,rock and roll
342,canadian
342,easy listening soundtracks and musicals
343,american
343,country
343,death by airplane
343,gospel
343,honky tonk
343,nashville sound
343,pop
343,rock
343,rock and indie
343,rock roll
343,traditional country
344,american
344,classic pop and rock
345,classic pop and rock
346,rock and roll
346,traditional pop
347,folk
348,death by heart disease
349,folk
349,johnnie has gone for a solider
350,american
350,américain
350,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
350,baroque pop
350,classic pop and rock
350,pop
350,pop rock
350,pop/rock
350,psychedelic pop
350,psychedelic rock
350,rock
350,rock and roll
350,sunshine pop
350,surf
350,surf rock
350,today
350,usa
351,american
351,américain
351,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
351,baroque pop
351,classic pop and rock
351,pop
351,pop rock
351,pop/rock
351,psychedelic pop
351,psychedelic rock
351,rock
351,rock and roll
351,sunshine pop
351,surf
351,surf rock
351,today
351,usa
352,death by breast cancer
353,classic pop and rock
354,easy listening soundtracks and musicals
355,a filk artist
355,brill building
355,bubblegum
355,classic pop and rock
355,girl group
355,pop
355,sunshine pop
355,teen pop
356,folk
356,johnnie has gone for a solider
357,folk
357,johnnie has gone for a solider
358,classic pop and rock
359,big band
359,brill building
359,death by blood poisoning
359,easy listening soundtracks and musicals
359,folk
359,pop
359,rock
359,rock & roll
359,rock and roll
359,standards
359,teen pop
359,traditional pop
360,a filk artist
360,brill building
360,bubblegum
360,classic pop and rock
360,girl group
360,pop
360,sunshine pop
360,teen pop
361,50s
361,60s
361,70s
361,ballads
361,female vocalists
361,pop
361,swing
361,usa
362,pop punk
362,punk
362,rock
362,sweden
363,american
363,américain
363,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
363,baroque pop
363,classic pop and rock
363,pop
363,pop rock
363,pop/rock
363,psychedelic pop
363,psychedelic rock
363,rock
363,rock and roll
363,sunshine pop
363,surf
363,surf rock
363,today
363,usa
364,bubblegum pop
364,pop
364,rock and roll
365,death by breast cancer
366,american
366,phil spector
366,pop
366,rock and indie
367,american
367,baroque pop
367,classic pop and rock
367,country pop
367,death by heart attack
367,pop
367,pop rock
367,rock
367,rock & roll
367,rockabilly
368,american
368,classic pop and rock
368,death by pancreatic cancer
368,film composer
368,likedis auto
368,soundtrack
368,the academy
369,classic pop and rock
370,pop
371,american
371,blues
371,classic pop and rock
371,country
371,country blues
371,country soul
371,death by lung cancer
371,gospel
371,jazz
371,live in concert
371,piano blues
371,pop
371,rhythm & blues
371,rnb
371,soul
371,soul blues
371,soul jazz
371,the way i feel
371,vocal jazz
372,pop
372,rnb
372,soul
373,american
373,baroque pop
373,classic pop and rock
373,country pop
373,death by heart attack
373,pop
373,pop rock
373,rock
373,rock & roll
373,rockabilly
374,american
374,classic pop and rock
374,country
374,pop
374,rock
375,american
375,jazz
375,pop
376,death by gun
376,gospel
376,pop soul
376,rhythm & blues
376,soul
376,soul and reggae
376,southern soul
376,traditional pop
376,vocal
377,american
377,blue-eyed soul
377,blues
377,christmas music
377,classic pop and rock
377,country
377,flaming
377,gospel
377,if you talk in your sleep
377,love
377,oldies
377,party
377,pop
377,pop rock
377,pop/rock
377,rock
377,rock & roll
377,rock and roll
377,rockabilly
377,singer
378,american
378,death by lung cancer
378,easy listening soundtracks and musicals
378,jazz
378,jump blues
378,pop
378,swing
378,usa
378,vocal jazz
379,chicago soul
379,classic pop and rock
379,death by heart attack
379,death by pneumonia
379,northern soul
379,pop soul
379,rhythm & blues
379,rock & roll
379,soul
380,american
380,death by gun
380,death by murder
380,funk
380,multiple ipi
380,pop
380,pop soul
380,rhythm & blues
380,rnb
380,sexual
380,smooth soul
380,soul
380,soul and reggae
380,the very best of
381,death by heart failure
381,funk
381,rock and indie
382,easy listening
382,jazz
382,pop
382,soul
383,american
383,americana
383,blues
383,contemporary folk
383,country
383,country gospel
383,death by diabetes
383,favorite
383,folk
383,gospel
383,osteraker
383,outlaw country
383,rock
383,rock and roll
383,rockabilly
383,spoken word
383,traditional country
384,death by emphysema
385,a filk artist
385,brill building
385,bubblegum
385,classic pop and rock
385,girl group
385,pop
385,sunshine pop
385,teen pop
386,australian
387,american
387,death by lung cancer
387,easy listening soundtracks and musicals
387,jazz
387,jump blues
387,pop
387,swing
387,usa
387,vocal jazz
388,death by gun
388,gospel
388,pop soul
388,rhythm & blues
388,soul
388,soul and reggae
388,southern soul
388,traditional pop
388,vocal
389,classic pop and rock
390,big band
390,swing
390,traditional pop
391,american
391,blues
391,classic pop and rock
391,country
391,country blues
391,country soul
391,death by lung cancer
391,gospel
391,jazz
391,live in concert
391,piano blues
391,pop
391,rhythm & blues
391,rnb
391,soul
391,soul blues
391,soul jazz
391,the way i feel
391,vocal jazz
392,classic pop and rock
392,fixme ngs?
393,american
393,blue-eyed soul
393,blues
393,christmas music
393,classic pop and rock
393,country
393,flaming
393,gospel
393,if you talk in your sleep
393,love
393,oldies
393,party
393,pop
393,pop rock
393,pop/rock
393,rock
393,rock & roll
393,rock and roll
393,rockabilly
393,singer
394,american
394,américain
394,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
394,baroque pop
394,classic pop and rock
394,pop
394,pop rock
394,pop/rock
394,psychedelic pop
394,psychedelic rock
394,rock
394,rock and roll
394,sunshine pop
394,surf
394,surf rock
394,today
394,usa
395,classic pop and rock
395,country
395,death by gun
395,death by suicide
395,del shannon greatest hits
395,pop
395,pop rock
395,psychedelic pop
395,rock & roll
395,teen pop
396,1
396,60s
396,80s
396,a filk artist
396,adult alternative pop rock
396,art pop
396,art rock
396,bbc
396,beat music
396,blues rock
396,boys band
396,british
396,british invasion
396,british psychedelia
396,british rhythm & blues
396,britpop
396,classic pop and rock
396,classical pop
396,english
396,experimental
396,folk pop
396,folk rock
396,folk-rock
396,hair metal
396,hard rock
396,heavy metal
396,indie rock
396,instrumental pop
396,liverpool
396,male vocalists
396,merseybeat
396,one beatles
396,orchestral
396,orchestral pop
396,overrated
396,parlophone
396,pop
396,pop rock
396,pop-metal
396,pop-rock
396,pop/rock
396,progressive rock
396,psychedelic
396,psychedelic pop
396,psychedelic rock
396,rhythm & blues
396,rock
396,rock & roll
396,rock and roll
396,rock roll
396,singer songwriter
396,sunshine pop
396,the-beatles
396,tribute albums
396,uk
396,united kingdom
397,1
397,60s
397,80s
397,a filk artist
397,adult alternative pop rock
397,art pop
397,art rock
397,bbc
397,beat music
397,blues rock
397,boys band
397,british
397,british invasion
397,british psychedelia
397,british rhythm & blues
397,britpop
397,classic pop and rock
397,classical pop
397,english
397,experimental
397,folk pop
397,folk rock
397,folk-rock
397,hair metal
397,hard rock
397,heavy metal
397,indie rock
397,instrumental pop
397,liverpool
397,male vocalists
397,merseybeat
397,one beatles
397,orchestral
397,orchestral pop
397,overrated
397,parlophone
397,pop
397,pop rock
397,pop-metal
397,pop-rock
397,pop/rock
397,progressive rock
397,psychedelic
397,psychedelic pop
397,psychedelic rock
397,rhythm & blues
397,rock
397,rock & roll
397,rock and roll
397,rock roll
397,singer songwriter
397,sunshine pop
397,the-beatles
397,tribute albums
397,uk
397,united kingdom
398,aa0003000
398,american
398,classic pop and rock
398,death by heart attack
398,dixieland
398,gospel
398,jazz
398,pop
398,sm
398,swing
398,traditional pop
398,vocal jazz
399,american
399,baroque pop
399,classic pop and rock
399,country pop
399,death by heart attack
399,pop
399,pop rock
399,rock
399,rock & roll
399,rockabilly
400,american
400,américain
400,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
400,baroque pop
400,classic pop and rock
400,pop
400,pop rock
400,pop/rock
400,psychedelic pop
400,psychedelic rock
400,rock
400,rock and roll
400,sunshine pop
400,surf
400,surf rock
400,today
400,usa
401,american
401,big band
401,christmas music
401,classic pop and rock
401,country pop
401,pop
401,standards
401,traditional pop
401,vocal jazz
402,death by laryngeal cancer
402,death by pneumonia
402,rock and indie
403,classic pop and rock
404,adult contemporary
404,american
404,easy listening soundtracks and musicals
404,pop
404,showtunes
404,vocal
404,yentle
405,1
405,60s
405,80s
405,a filk artist
405,adult alternative pop rock
405,art pop
405,art rock
405,bbc
405,beat music
405,blues rock
405,boys band
405,british
405,british invasion
405,british psychedelia
405,british rhythm & blues
405,britpop
405,classic pop and rock
405,classical pop
405,english
405,experimental
405,folk pop
405,folk rock
405,folk-rock
405,hair metal
405,hard rock
405,heavy metal
405,indie rock
405,instrumental pop
405,liverpool
405,male vocalists
405,merseybeat
405,one beatles
405,orchestral
405,orchestral pop
405,overrated
405,parlophone
405,pop
405,pop rock
405,pop-metal
405,pop-rock
405,pop/rock
405,progressive rock
405,psychedelic
405,psychedelic pop
405,psychedelic rock
405,rhythm & blues
405,rock
405,rock & roll
405,rock and roll
405,rock roll
405,singer songwriter
405,sunshine pop
405,the-beatles
405,tribute albums
405,uk
405,united kingdom
406,1
406,60s
406,80s
406,a filk artist
406,adult alternative pop rock
406,art pop
406,art rock
406,bbc
406,beat music
406,blues rock
406,boys band
406,british
406,british invasion
406,british psychedelia
406,british rhythm & blues
406,britpop
406,classic pop and rock
406,classical pop
406,english
406,experimental
406,folk pop
406,folk rock
406,folk-rock
406,hair metal
406,hard rock
406,heavy metal
406,indie rock
406,instrumental pop
406,liverpool
406,male vocalists
406,merseybeat
406,one beatles
406,orchestral
406,orchestral pop
406,overrated
406,parlophone
406,pop
406,pop rock
406,pop-metal
406,pop-rock
406,pop/rock
406,progressive rock
406,psychedelic
406,psychedelic pop
406,psychedelic rock
406,rhythm & blues
406,rock
406,rock & roll
406,rock and roll
406,rock roll
406,singer songwriter
406,sunshine pop
406,the-beatles
406,tribute albums
406,uk
406,united kingdom
407,beat
407,beat music
407,british
407,british blues
407,british rhythm & blues
407,classic pop and rock
407,english
407,pop
407,pop rock
407,psychedelic pop
407,rnb
407,uk
408,1
408,60s
408,80s
408,a filk artist
408,adult alternative pop rock
408,art pop
408,art rock
408,bbc
408,beat music
408,blues rock
408,boys band
408,british
408,british invasion
408,british psychedelia
408,british rhythm & blues
408,britpop
408,classic pop and rock
408,classical pop
408,english
408,experimental
408,folk pop
408,folk rock
408,folk-rock
408,hair metal
408,hard rock
408,heavy metal
408,indie rock
408,instrumental pop
408,liverpool
408,male vocalists
408,merseybeat
408,one beatles
408,orchestral
408,orchestral pop
408,overrated
408,parlophone
408,pop
408,pop rock
408,pop-metal
408,pop-rock
408,pop/rock
408,progressive rock
408,psychedelic
408,psychedelic pop
408,psychedelic rock
408,rhythm & blues
408,rock
408,rock & roll
408,rock and roll
408,rock roll
408,singer songwriter
408,sunshine pop
408,the-beatles
408,tribute albums
408,uk
408,united kingdom
409,classic pop and rock
409,fixme ngs?
410,british
410,english
410,liverpool
410,uk
411,british
411,english
411,uk
412,death by heart disease
413,blue-eyed soul
413,rock
414,english
414,uk
415,classic pop and rock
416,blue eyed soul
416,british
416,death by cancer
416,easy listening soundtracks and musicals
416,english
416,pop
416,uk
417,a filk artist
417,brill building
417,bubblegum
417,classic pop and rock
417,girl group
417,pop
417,sunshine pop
417,teen pop
418,adult contemporary
418,american
418,classic pop and rock
418,easy listening
418,pop
418,pop soul
418,quiet storm
418,rnb
418,rock
418,smooth soul
418,soft rock
418,soul
418,urban
419,1
419,60s
419,80s
419,a filk artist
419,adult alternative pop rock
419,art pop
419,art rock
419,bbc
419,beat music
419,blues rock
419,boys band
419,british
419,british invasion
419,british psychedelia
419,british rhythm & blues
419,britpop
419,classic pop and rock
419,classical pop
419,english
419,experimental
419,folk pop
419,folk rock
419,folk-rock
419,hair metal
419,hard rock
419,heavy metal
419,indie rock
419,instrumental pop
419,liverpool
419,male vocalists
419,merseybeat
419,one beatles
419,orchestral
419,orchestral pop
419,overrated
419,parlophone
419,pop
419,pop rock
419,pop-metal
419,pop-rock
419,pop/rock
419,progressive rock
419,psychedelic
419,psychedelic pop
419,psychedelic rock
419,rhythm & blues
419,rock
419,rock & roll
419,rock and roll
419,rock roll
419,singer songwriter
419,sunshine pop
419,the-beatles
419,tribute albums
419,uk
419,united kingdom
420,rock and indie
421,south african
422,classic pop and rock
423,british
423,english
423,uk
424,british
424,england
424,english
424,liverpool
424,rock and indie
424,uk
425,folk
425,soft rock
426,bossa nova
426,cool jazz
426,jazz
426,west coast jazz
427,1
427,60s
427,80s
427,a filk artist
427,adult alternative pop rock
427,art pop
427,art rock
427,bbc
427,beat music
427,blues rock
427,boys band
427,british
427,british invasion
427,british psychedelia
427,british rhythm & blues
427,britpop
427,classic pop and rock
427,classical pop
427,english
427,experimental
427,folk pop
427,folk rock
427,folk-rock
427,hair metal
427,hard rock
427,heavy metal
427,indie rock
427,instrumental pop
427,liverpool
427,male vocalists
427,merseybeat
427,one beatles
427,orchestral
427,orchestral pop
427,overrated
427,parlophone
427,pop
427,pop rock
427,pop-metal
427,pop-rock
427,pop/rock
427,progressive rock
427,psychedelic
427,psychedelic pop
427,psychedelic rock
427,rhythm & blues
427,rock
427,rock & roll
427,rock and roll
427,rock roll
427,singer songwriter
427,sunshine pop
427,the-beatles
427,tribute albums
427,uk
427,united kingdom
428,1
428,60s
428,80s
428,a filk artist
428,adult alternative pop rock
